default,contact,duration,campaign,pdays,previous,poutcome,y
0,1,72,1,999,0,3,0
0,1,164,1,999,0,3,0
0,1,55,1,999,0,3,0
0,1,69,1,999,0,3,0
0,1,323,1,999,0,3,0
0,1,123,2,999,0,3,0
2,1,138,2,999,0,3,0
2,1,243,2,999,0,3,0
2,1,163,1,999,0,3,0
0,1,166,1,999,0,3,0
0,1,82,1,999,0,3,0
2,1,102,4,999,0,3,0
2,1,555,1,999,0,3,1
2,1,179,2,999,0,3,0
0,1,187,1,999,0,3,0
2,1,123,1,999,0,3,0
0,1,257,1,999,0,3,0
2,1,155,1,999,0,3,0
0,1,90,2,999,0,3,0
2,1,275,1,999,0,3,0
0,1,111,5,999,0,3,0
2,1,99,1,999,0,3,0
0,1,57,1,999,0,3,0
0,1,101,3,999,0,3,0
0,1,72,2,999,0,3,0
0,1,104,2,999,0,3,0
0,1,210,2,999,0,3,0
0,1,384,3,999,0,3,1
2,1,273,1,999,0,3,0
2,1,70,1,999,0,3,0
0,1,71,1,999,0,3,0
0,1,97,1,999,0,3,0
0,1,237,1,999,0,3,0
0,1,116,1,999,0,3,0
0,1,72,2,999,0,3,0
0,1,170,3,999,0,3,0
0,1,217,1,999,0,3,0
0,1,169,1,999,0,3,0
0,1,97,1,999,0,3,0
0,1,79,3,999,0,3,0
0,1,119,1,999,0,3,0
0,1,86,1,999,0,3,0
0,1,56,2,999,0,3,0
0,1,149,2,999,0,3,0
0,1,246,1,999,0,3,0
2,1,155,1,999,0,3,0
2,1,139,1,999,0,3,0
0,1,160,1,999,0,3,0
0,1,356,1,999,0,3,0
0,1,135,1,999,0,3,0
0,1,128,1,999,0,3,0
0,1,135,1,999,0,3,0
0,1,309,1,999,0,3,0
0,1,250,2,999,0,3,0
0,1,545,1,999,0,3,1
0,1,316,1,999,0,3,0
0,1,168,1,999,0,3,0
0,1,230,1,999,0,3,0
0,1,72,1,999,0,3,0
0,1,204,5,999,0,3,0
0,1,61,1,999,0,3,0
0,1,52,2,999,0,3,0
0,1,242,1,999,0,3,0
0,1,194,1,999,0,3,0
0,1,111,1,999,0,3,0
0,1,90,1,999,0,3,0
0,1,126,2,999,0,3,0
0,1,317,1,999,0,3,0
0,1,105,1,999,0,3,0
0,1,228,1,999,0,3,0
0,1,76,1,999,0,3,0
0,1,149,1,999,0,3,0
0,1,331,1,999,0,3,0
0,1,86,1,999,0,3,0
0,1,1070,1,999,0,3,1
0,1,209,1,999,0,3,0
0,1,610,2,999,0,3,1
2,1,174,1,999,0,3,0
2,1,140,1,999,0,3,0
2,1,139,2,999,0,3,0
2,1,51,2,999,0,3,0
2,1,699,4,999,0,3,1
2,1,591,2,999,0,3,0
0,1,452,2,999,0,3,0
0,1,225,2,999,0,3,0
0,1,65,2,999,0,3,0
0,1,53,3,999,0,3,0
0,1,102,2,999,0,3,0
0,1,389,2,999,0,3,0
2,1,176,2,999,0,3,0
0,1,917,2,999,0,3,1
0,1,275,6,999,0,3,0
2,1,36,2,999,0,3,0
0,1,247,2,999,0,3,0
0,1,63,2,999,0,3,0
0,1,104,9,999,0,3,0
0,1,55,3,999,0,3,0
2,1,272,2,999,0,3,0
0,1,1099,2,999,0,3,0
0,1,331,5,999,0,3,0
0,1,79,2,999,0,3,0
2,1,108,2,999,0,3,0
0,1,83,3,999,0,3,0
0,1,79,3,999,0,3,0
0,1,177,1,999,0,3,0
0,1,146,1,999,0,3,0
0,1,104,2,999,0,3,0
0,1,103,3,999,0,3,0
2,1,145,2,999,0,3,0
0,1,230,2,999,0,3,0
0,1,289,2,999,0,3,0
0,1,216,1,999,0,3,0
0,1,189,1,999,0,3,0
2,1,130,3,999,0,3,0
0,1,744,1,999,0,3,1
0,1,185,1,999,0,3,0
0,1,608,1,999,0,3,1
0,1,163,1,999,0,3,0
0,1,214,1,999,0,3,0
2,1,33,1,999,0,3,0
0,1,105,1,999,0,3,0
0,1,121,1,999,0,3,0
0,2,80,7,999,0,3,0
0,1,566,1,999,0,3,0
0,1,468,1,999,0,3,0
0,1,182,1,999,0,3,0
0,1,317,1,999,0,3,0
0,1,370,2,999,0,3,0
2,1,120,2,999,0,3,0
0,1,103,1,999,0,3,0
0,1,63,3,999,0,3,0
0,1,27,10,999,0,3,0
0,1,69,2,999,0,3,0
2,1,1141,2,999,0,3,1
2,1,378,2,999,0,3,0
0,1,92,3,999,0,3,0
2,1,135,3,999,0,3,0
2,1,734,2,999,0,3,1
0,1,153,2,999,0,3,0
0,1,133,6,999,0,3,0
0,1,262,3,999,0,3,0
0,1,1238,1,999,0,3,1
2,1,149,2,999,0,3,0
0,1,382,3,999,0,3,0
0,1,55,3,999,0,3,0
0,1,383,3,999,0,3,0
0,1,280,3,999,0,3,0
0,2,93,2,999,0,3,0
0,1,76,5,999,0,3,0
0,1,121,2,999,0,3,0
0,1,176,2,999,0,3,0
0,1,187,3,999,0,3,0
0,1,246,3,999,0,3,0
0,1,107,1,999,0,3,0
0,1,132,1,999,0,3,0
2,1,109,1,999,0,3,0
0,1,381,4,999,0,3,0
0,1,445,1,999,0,3,0
2,1,129,1,999,0,3,0
0,1,71,2,999,0,3,0
2,1,80,7,999,0,3,0
0,1,720,1,999,0,3,1
0,1,64,1,999,0,3,0
0,1,173,1,999,0,3,0
0,1,190,1,999,0,3,0
2,1,90,2,999,0,3,0
0,1,139,7,999,0,3,0
0,1,549,1,999,0,3,0
2,1,265,3,999,0,3,0
0,1,61,1,999,0,3,0
0,1,67,1,999,0,3,0
2,1,126,2,999,0,3,0
0,1,429,6,999,0,3,0
0,1,117,3,999,0,3,0
0,1,154,3,999,0,3,0
0,1,77,1,999,0,3,0
2,1,221,3,999,0,3,0
2,1,148,3,999,0,3,0
0,1,118,3,999,0,3,0
0,1,80,3,999,0,3,0
0,1,214,5,999,0,3,0
0,1,248,3,999,0,3,0
2,1,240,5,999,0,3,0
0,1,385,3,999,0,3,0
0,1,249,5,999,0,3,0
0,1,104,3,999,0,3,0
2,1,124,6,999,0,3,0
0,1,117,3,999,0,3,0
0,1,312,3,999,0,3,0
0,1,271,2,999,0,3,0
0,1,95,5,999,0,3,0
0,1,157,3,999,0,3,0
0,1,1144,3,999,0,3,0
0,1,67,5,999,0,3,0
2,1,108,4,999,0,3,0
0,1,345,3,999,0,3,0
0,1,101,5,999,0,3,0
0,1,304,4,999,0,3,0
2,1,38,2,999,0,3,0
0,1,663,3,999,0,3,1
2,1,95,3,999,0,3,0
0,1,268,3,999,0,3,0
0,2,133,5,999,0,3,0
2,1,339,3,999,0,3,0
0,1,106,5,999,0,3,0
0,1,209,2,999,0,3,0
0,1,94,3,999,0,3,0
0,1,862,9,999,0,3,0
0,1,236,3,999,0,3,0
0,1,444,3,999,0,3,1
0,1,239,3,999,0,3,0
2,1,418,5,999,0,3,1
0,1,277,3,999,0,3,0
0,1,231,5,999,0,3,0
2,1,481,2,999,0,3,0
0,1,157,3,999,0,3,0
0,1,277,4,999,0,3,0
0,1,101,3,999,0,3,0
0,1,154,4,999,0,3,0
0,1,295,2,999,0,3,0
0,1,247,1,999,0,3,0
2,1,164,1,999,0,3,0
0,1,270,1,999,0,3,0
0,1,1080,3,999,0,3,1
2,1,159,2,999,0,3,0
0,1,217,1,999,0,3,0
0,1,40,4,999,0,3,0
0,1,179,4,999,0,3,0
0,1,1504,2,999,0,3,0
2,1,85,5,999,0,3,0
0,1,320,6,999,0,3,0
0,1,48,5,999,0,3,0
0,1,342,3,999,0,3,0
0,1,566,6,999,0,3,0
0,1,356,1,999,0,3,0
0,1,159,1,999,0,3,0
0,1,479,1,999,0,3,1
2,1,236,7,999,0,3,0
2,1,226,6,999,0,3,0
0,1,91,3,999,0,3,0
0,1,154,1,999,0,3,0
2,1,101,1,999,0,3,0
0,1,509,1,999,0,3,0
0,1,161,5,999,0,3,0
2,1,204,1,999,0,3,0
0,1,64,6,999,0,3,0
0,1,506,1,999,0,3,1
2,1,80,5,999,0,3,0
0,1,219,3,999,0,3,0
0,1,96,1,999,0,3,0
0,1,246,1,999,0,3,0
0,1,92,1,999,0,3,0
2,1,150,1,999,0,3,0
0,1,359,1,999,0,3,0
0,1,72,1,999,0,3,0
0,1,138,1,999,0,3,0
0,1,614,1,999,0,3,0
0,1,327,1,999,0,3,0
0,1,439,1,999,0,3,0
0,1,144,1,999,0,3,0
0,1,56,1,999,0,3,0
0,1,106,1,999,0,3,0
0,1,112,1,999,0,3,0
0,1,75,1,999,0,3,0
0,1,348,1,999,0,3,0
0,1,132,1,999,0,3,0
0,1,191,1,999,0,3,0
0,1,428,1,999,0,3,0
2,1,82,1,999,0,3,0
0,1,172,1,999,0,3,0
0,1,127,1,999,0,3,0
0,1,768,1,999,0,3,1
0,1,185,1,999,0,3,0
0,1,336,6,999,0,3,0
0,1,1134,1,999,0,3,1
0,1,76,1,999,0,3,0
0,1,81,3,999,0,3,0
0,1,120,1,999,0,3,0
0,1,64,1,999,0,3,0
0,1,178,2,999,0,3,0
0,1,158,1,999,0,3,0
0,1,51,2,999,0,3,0
0,1,235,1,999,0,3,0
0,1,256,1,999,0,3,0
2,1,1282,5,999,0,3,1
0,1,364,1,999,0,3,0
0,1,168,2,999,0,3,0
0,1,138,1,999,0,3,0
0,1,68,1,999,0,3,0
0,1,96,4,999,0,3,0
0,1,234,1,999,0,3,0
0,1,237,1,999,0,3,0
0,1,181,1,999,0,3,0
0,1,106,1,999,0,3,0
0,1,110,2,999,0,3,0
0,1,122,1,999,0,3,0
0,1,52,1,999,0,3,0
0,1,126,1,999,0,3,0
0,1,815,2,999,0,3,1
2,1,95,5,999,0,3,0
0,1,73,1,999,0,3,0
0,1,116,1,999,0,3,0
0,1,365,1,999,0,3,0
0,1,63,1,999,0,3,0
0,1,250,1,999,0,3,0
2,1,213,1,999,0,3,0
0,1,126,1,999,0,3,0
0,1,63,1,999,0,3,0
0,1,68,1,999,0,3,0
0,1,74,1,999,0,3,0
0,1,77,2,999,0,3,0
0,1,29,2,999,0,3,0
0,1,147,1,999,0,3,0
0,1,867,1,999,0,3,0
0,1,124,1,999,0,3,0
0,1,117,1,999,0,3,0
2,1,971,1,999,0,3,1
0,1,139,1,999,0,3,0
2,1,105,1,999,0,3,0
0,1,196,1,999,0,3,0
0,1,105,1,999,0,3,0
0,1,193,2,999,0,3,0
0,1,227,1,999,0,3,0
0,1,232,4,999,0,3,0
0,1,95,1,999,0,3,0
0,1,80,1,999,0,3,0
0,1,101,2,999,0,3,0
0,1,138,2,999,0,3,0
2,1,148,2,999,0,3,0
0,1,396,2,999,0,3,1
0,1,121,1,999,0,3,0
0,1,174,2,999,0,3,0
0,1,603,2,999,0,3,0
2,1,69,2,999,0,3,0
0,1,87,2,999,0,3,0
0,1,106,1,999,0,3,0
2,1,100,3,999,0,3,0
0,1,138,1,999,0,3,0
0,1,155,1,999,0,3,0
0,1,123,1,999,0,3,0
0,1,338,1,999,0,3,0
0,1,507,1,999,0,3,1
2,1,104,1,999,0,3,0
0,1,85,2,999,0,3,0
0,1,177,1,999,0,3,0
0,1,207,1,999,0,3,0
0,1,150,1,999,0,3,0
0,1,105,1,999,0,3,0
0,1,126,2,999,0,3,0
0,1,130,1,999,0,3,0
0,1,603,1,999,0,3,0
0,1,66,1,999,0,3,0
2,1,240,5,999,0,3,0
0,1,109,1,999,0,3,0
0,1,439,3,999,0,3,1
0,1,217,3,999,0,3,0
2,1,107,1,999,0,3,0
0,1,252,1,999,0,3,0
2,1,73,1,999,0,3,0
0,1,61,1,999,0,3,0
2,1,73,1,999,0,3,0
0,1,80,2,999,0,3,0
0,1,197,2,999,0,3,0
0,1,171,1,999,0,3,0
0,1,436,2,999,0,3,0
0,1,119,1,999,0,3,0
0,1,129,2,999,0,3,0
0,1,152,1,999,0,3,0
0,1,131,1,999,0,3,0
0,1,150,2,999,0,3,0
2,1,128,1,999,0,3,0
0,1,56,1,999,0,3,0
0,1,64,1,999,0,3,0
0,1,108,1,999,0,3,0
0,1,84,1,999,0,3,0
2,1,157,3,999,0,3,0
0,1,312,3,999,0,3,0
0,1,231,2,999,0,3,0
2,1,121,1,999,0,3,0
0,1,370,1,999,0,3,0
0,1,201,2,999,0,3,0
2,1,234,2,999,0,3,0
2,1,191,5,999,0,3,0
0,1,433,2,999,0,3,0
0,1,1181,2,999,0,3,1
0,1,92,2,999,0,3,0
0,1,1133,3,999,0,3,1
2,1,76,2,999,0,3,0
2,1,91,2,999,0,3,0
0,1,536,2,999,0,3,0
0,1,398,2,999,0,3,0
2,1,104,6,999,0,3,0
0,1,297,2,999,0,3,0
0,1,193,2,999,0,3,0
0,1,127,3,999,0,3,0
0,1,72,2,999,0,3,0
2,1,137,1,999,0,3,0
0,2,58,2,999,0,3,0
2,1,926,2,999,0,3,1
0,1,117,2,999,0,3,0
0,1,121,1,999,0,3,0
0,1,226,2,999,0,3,0
0,1,355,2,999,0,3,0
0,1,587,1,999,0,3,1
2,1,111,2,999,0,3,0
0,1,139,4,999,0,3,0
0,1,83,2,999,0,3,0
2,1,97,2,999,0,3,0
0,1,632,3,999,0,3,0
0,1,186,1,999,0,3,0
0,1,112,2,999,0,3,0
0,1,225,2,999,0,3,0
0,1,253,1,999,0,3,0
2,1,112,1,999,0,3,0
0,1,284,1,999,0,3,0
2,1,306,1,999,0,3,0
0,1,696,1,999,0,3,1
0,1,66,2,999,0,3,0
0,1,114,2,999,0,3,0
0,1,105,2,999,0,3,0
0,1,578,2,999,0,3,0
0,1,116,2,999,0,3,0
2,1,464,2,999,0,3,0
2,1,134,4,999,0,3,0
0,1,158,1,999,0,3,0
0,1,645,4,999,0,3,1
0,1,246,3,999,0,3,0
0,1,473,3,999,0,3,1
0,1,304,8,999,0,3,0
0,1,559,2,999,0,3,1
0,1,264,12,999,0,3,0
0,1,100,5,999,0,3,0
0,1,1092,4,999,0,3,1
0,1,174,1,999,0,3,0
0,1,127,1,999,0,3,0
0,2,128,8,999,0,3,0
0,1,1344,7,999,0,3,1
0,1,127,1,999,0,3,0
0,1,218,4,999,0,3,0
2,1,178,1,999,0,3,0
2,1,1307,3,999,0,3,1
0,1,153,4,999,0,3,0
0,1,1344,1,999,0,3,1
0,1,168,5,999,0,3,0
2,1,213,3,999,0,3,0
2,1,978,1,999,0,3,1
2,1,781,5,999,0,3,0
0,1,588,3,999,0,3,0
0,1,75,2,999,0,3,0
0,1,145,8,999,0,3,0
2,1,42,4,999,0,3,0
0,1,50,4,999,0,3,0
0,1,432,3,999,0,3,1
0,1,454,3,999,0,3,0
0,1,1613,1,999,0,3,1
0,1,141,5,999,0,3,0
2,1,439,3,999,0,3,0
0,1,136,2,999,0,3,0
0,1,864,3,999,0,3,0
2,1,474,2,999,0,3,0
0,1,216,3,999,0,3,0
0,1,459,4,999,0,3,0
0,1,128,5,999,0,3,0
0,1,418,3,999,0,3,0
0,1,226,4,999,0,3,0
0,1,252,3,999,0,3,0
0,1,134,7,999,0,3,0
0,1,140,3,999,0,3,0
0,1,180,3,999,0,3,0
0,1,483,4,999,0,3,0
0,1,409,7,999,0,3,0
0,1,222,2,999,0,3,0
0,1,664,3,999,0,3,1
0,1,612,3,999,0,3,0
0,1,129,6,999,0,3,0
0,1,1735,4,999,0,3,1
0,1,243,3,999,0,3,0
0,1,178,8,999,0,3,0
0,1,124,3,999,0,3,0
0,1,284,4,999,0,3,0
0,1,129,4,999,0,3,0
0,1,228,5,999,0,3,0
0,1,940,10,999,0,3,1
0,1,460,2,999,0,3,0
2,1,796,4,999,0,3,1
0,1,136,5,999,0,3,0
2,1,58,3,999,0,3,0
0,1,465,6,999,0,3,0
2,1,112,3,999,0,3,0
0,1,204,6,999,0,3,0
0,1,711,3,999,0,3,0
0,1,121,3,999,0,3,0
2,1,83,2,999,0,3,0
0,1,321,4,999,0,3,0
0,1,1476,2,999,0,3,0
0,1,204,2,999,0,3,0
0,1,161,2,999,0,3,0
0,1,120,3,999,0,3,0
2,1,507,3,999,0,3,0
0,1,77,6,999,0,3,0
0,2,767,7,999,0,3,0
2,1,388,4,999,0,3,0
0,1,106,1,999,0,3,0
0,1,168,1,999,0,3,0
0,1,239,1,999,0,3,0
0,1,139,1,999,0,3,0
0,1,78,1,999,0,3,0
0,1,536,1,999,0,3,0
2,1,295,1,999,0,3,0
0,1,224,1,999,0,3,0
2,1,156,1,999,0,3,0
2,1,206,1,999,0,3,0
0,1,317,1,999,0,3,0
0,1,176,1,999,0,3,0
2,1,69,1,999,0,3,0
0,1,244,4,999,0,3,0
0,1,114,3,999,0,3,0
0,1,132,1,999,0,3,0
2,1,186,1,999,0,3,0
0,1,128,1,999,0,3,0
0,1,78,1,999,0,3,0
0,1,128,2,999,0,3,0
0,1,100,1,999,0,3,0
2,1,96,1,999,0,3,0
0,1,1842,1,999,0,3,1
2,1,332,1,999,0,3,0
0,1,159,1,999,0,3,0
2,2,127,2,999,0,3,0
0,1,303,1,999,0,3,0
2,1,969,1,999,0,3,1
0,1,295,1,999,0,3,0
0,1,157,1,999,0,3,0
0,1,823,1,999,0,3,1
0,1,58,1,999,0,3,0
0,1,703,1,999,0,3,1
0,2,618,8,999,0,3,1
2,1,370,4,999,0,3,0
2,1,55,3,999,0,3,0
0,1,225,1,999,0,3,0
0,1,460,1,999,0,3,0
0,1,93,2,999,0,3,0
0,1,455,1,999,0,3,1
0,2,214,2,999,0,3,0
0,1,139,1,999,0,3,0
0,1,57,2,999,0,3,0
2,1,107,1,999,0,3,0
0,1,239,1,999,0,3,0
0,1,142,1,999,0,3,0
2,1,287,1,999,0,3,0
0,1,86,1,999,0,3,0
0,1,258,2,999,0,3,0
0,1,185,1,999,0,3,0
0,1,458,1,999,0,3,0
0,1,211,1,999,0,3,0
2,1,73,1,999,0,3,0
2,1,121,1,999,0,3,0
0,1,900,1,999,0,3,0
2,1,143,1,999,0,3,0
2,1,334,1,999,0,3,0
2,1,112,1,999,0,3,0
2,1,88,1,999,0,3,0
0,1,123,1,999,0,3,0
0,1,106,3,999,0,3,0
2,1,115,1,999,0,3,0
0,1,73,1,999,0,3,0
0,1,71,1,999,0,3,0
0,1,110,2,999,0,3,0
2,1,846,4,999,0,3,1
0,1,334,1,999,0,3,0
0,1,105,1,999,0,3,0
0,1,109,1,999,0,3,0
2,1,110,1,999,0,3,0
0,1,233,2,999,0,3,0
2,1,57,1,999,0,3,0
2,1,96,1,999,0,3,0
0,1,58,1,999,0,3,0
2,1,227,1,999,0,3,0
2,1,127,1,999,0,3,0
2,1,283,1,999,0,3,0
0,1,104,9,999,0,3,0
0,1,206,1,999,0,3,0
0,1,91,1,999,0,3,0
0,1,170,1,999,0,3,0
0,1,460,1,999,0,3,0
2,1,690,1,999,0,3,0
0,1,100,1,999,0,3,0
0,1,127,1,999,0,3,0
2,1,192,1,999,0,3,0
0,1,114,1,999,0,3,0
0,1,159,1,999,0,3,0
0,1,183,1,999,0,3,0
0,1,80,1,999,0,3,0
2,1,144,1,999,0,3,0
0,1,132,1,999,0,3,0
2,1,86,2,999,0,3,0
0,1,269,2,999,0,3,0
2,1,73,1,999,0,3,0
2,1,261,1,999,0,3,0
0,1,409,2,999,0,3,0
0,1,100,1,999,0,3,0
2,1,60,1,999,0,3,0
0,1,165,1,999,0,3,0
0,1,94,1,999,0,3,0
0,1,325,1,999,0,3,0
2,1,88,1,999,0,3,0
0,1,201,1,999,0,3,0
0,1,182,6,999,0,3,0
2,1,403,1,999,0,3,0
0,1,1149,5,999,0,3,1
0,1,130,3,999,0,3,0
0,2,827,1,999,0,3,1
0,1,119,1,999,0,3,0
0,1,286,1,999,0,3,0
0,1,271,1,999,0,3,0
0,1,169,5,999,0,3,0
0,1,143,1,999,0,3,0
2,1,81,1,999,0,3,0
2,1,145,2,999,0,3,0
2,1,641,2,999,0,3,1
0,1,62,1,999,0,3,0
2,1,151,1,999,0,3,0
0,1,87,1,999,0,3,0
0,1,202,1,999,0,3,0
0,1,270,1,999,0,3,0
2,1,299,2,999,0,3,0
2,1,404,4,999,0,3,1
0,1,657,6,999,0,3,1
0,1,180,4,999,0,3,0
0,1,203,3,999,0,3,0
0,1,66,2,999,0,3,0
0,1,78,3,999,0,3,0
2,1,78,2,999,0,3,0
0,1,79,2,999,0,3,0
0,1,250,2,999,0,3,0
2,1,707,3,999,0,3,1
2,1,141,2,999,0,3,0
0,1,737,2,999,0,3,1
2,1,150,2,999,0,3,0
0,1,324,2,999,0,3,0
0,1,156,2,999,0,3,0
0,1,112,1,999,0,3,0
0,1,328,2,999,0,3,0
0,1,156,2,999,0,3,0
0,1,376,2,999,0,3,0
0,1,260,1,999,0,3,0
0,1,871,2,999,0,3,1
0,1,89,3,999,0,3,0
0,1,110,2,999,0,3,0
2,1,175,1,999,0,3,0
2,1,122,1,999,0,3,0
2,1,145,1,999,0,3,0
0,1,98,1,999,0,3,0
0,1,165,1,999,0,3,0
0,1,838,2,999,0,3,1
0,1,684,1,999,0,3,0
2,1,310,1,999,0,3,0
2,1,98,2,999,0,3,0
0,2,79,4,999,0,3,0
0,1,15,12,999,0,3,0
0,1,1038,1,999,0,3,1
0,1,559,2,999,0,3,0
0,1,136,2,999,0,3,0
0,1,733,5,999,0,3,0
0,1,713,1,999,0,3,0
0,1,243,3,999,0,3,0
2,1,104,5,999,0,3,0
0,1,517,1,999,0,3,0
2,1,217,11,999,0,3,0
0,1,195,1,999,0,3,0
0,1,343,1,999,0,3,0
0,1,116,1,999,0,3,0
0,1,96,1,999,0,3,0
0,1,111,1,999,0,3,0
2,1,158,1,999,0,3,0
2,1,92,4,999,0,3,0
0,1,327,1,999,0,3,0
0,1,990,1,999,0,3,1
2,1,523,1,999,0,3,0
0,1,160,3,999,0,3,0
0,1,152,5,999,0,3,0
0,1,69,1,999,0,3,0
0,1,144,1,999,0,3,0
0,1,529,1,999,0,3,1
0,1,363,1,999,0,3,0
0,1,76,1,999,0,3,0
0,1,342,1,999,0,3,0
0,2,306,1,999,0,3,1
2,1,31,1,999,0,3,0
0,1,75,4,999,0,3,0
2,1,111,1,999,0,3,0
0,1,68,2,999,0,3,0
0,1,1148,2,999,0,3,1
0,1,257,3,999,0,3,0
0,1,99,1,999,0,3,0
0,1,356,1,999,0,3,0
0,1,212,3,999,0,3,0
0,1,139,2,999,0,3,0
2,2,490,2,999,0,3,0
2,1,175,5,999,0,3,0
2,1,130,2,999,0,3,0
2,1,121,1,999,0,3,0
0,1,78,1,999,0,3,0
2,1,73,1,999,0,3,0
2,1,84,2,999,0,3,0
0,1,168,1,999,0,3,0
0,1,388,3,999,0,3,0
0,1,99,3,999,0,3,0
2,1,418,4,999,0,3,0
0,1,222,3,999,0,3,0
0,1,73,3,999,0,3,0
2,1,202,3,999,0,3,0
2,1,394,3,999,0,3,0
0,1,109,3,999,0,3,0
2,1,233,6,999,0,3,0
2,1,338,2,999,0,3,0
2,1,107,8,999,0,3,0
0,1,163,2,999,0,3,0
0,1,86,3,999,0,3,0
2,1,83,3,999,0,3,0
2,1,399,2,999,0,3,0
0,1,274,2,999,0,3,0
0,1,150,3,999,0,3,0
0,1,209,3,999,0,3,0
0,1,67,3,999,0,3,0
0,1,75,3,999,0,3,0
2,1,181,5,999,0,3,0
2,1,413,4,999,0,3,0
0,1,58,3,999,0,3,0
0,1,399,2,999,0,3,0
0,1,48,8,999,0,3,0
0,1,275,8,999,0,3,0
0,1,449,3,999,0,3,0
0,1,536,3,999,0,3,0
0,1,158,5,999,0,3,0
0,1,113,4,999,0,3,0
0,1,127,2,999,0,3,0
2,1,740,4,999,0,3,0
0,1,75,2,999,0,3,0
0,1,178,5,999,0,3,0
0,1,65,8,999,0,3,0
0,1,152,4,999,0,3,0
0,1,464,3,999,0,3,0
0,1,96,2,999,0,3,0
0,1,64,1,999,0,3,0
2,1,76,1,999,0,3,0
0,1,106,1,999,0,3,0
2,1,81,1,999,0,3,0
0,1,169,1,999,0,3,0
0,1,103,1,999,0,3,0
2,1,82,1,999,0,3,0
2,1,152,1,999,0,3,0
0,1,90,1,999,0,3,0
0,1,115,1,999,0,3,0
0,1,67,1,999,0,3,0
0,1,175,1,999,0,3,0
0,1,110,3,999,0,3,0
0,1,123,1,999,0,3,0
0,1,719,1,999,0,3,0
0,1,125,1,999,0,3,0
0,1,259,2,999,0,3,0
2,1,81,1,999,0,3,0
0,1,373,1,999,0,3,0
2,1,36,1,999,0,3,0
2,1,157,1,999,0,3,0
2,1,133,1,999,0,3,0
0,1,106,1,999,0,3,0
0,1,707,1,999,0,3,1
0,1,144,2,999,0,3,0
0,1,360,3,999,0,3,0
0,1,55,1,999,0,3,0
0,1,87,1,999,0,3,0
0,1,266,1,999,0,3,0
2,1,149,1,999,0,3,0
0,1,366,1,999,0,3,0
0,1,87,1,999,0,3,0
0,1,96,1,999,0,3,0
0,1,85,1,999,0,3,0
2,1,169,5,999,0,3,0
0,1,250,1,999,0,3,0
0,1,109,1,999,0,3,0
0,1,206,1,999,0,3,0
0,1,184,1,999,0,3,0
0,1,41,1,999,0,3,0
0,1,252,2,999,0,3,0
0,1,154,1,999,0,3,0
2,1,103,1,999,0,3,0
0,1,137,1,999,0,3,0
0,1,238,2,999,0,3,0
0,1,55,1,999,0,3,0
2,1,125,1,999,0,3,0
0,1,98,1,999,0,3,0
2,1,107,1,999,0,3,0
0,1,71,1,999,0,3,0
2,1,151,3,999,0,3,0
2,1,169,3,999,0,3,0
2,1,167,1,999,0,3,0
0,1,114,2,999,0,3,0
0,1,50,3,999,0,3,0
0,1,47,1,999,0,3,0
2,1,92,1,999,0,3,0
2,1,228,1,999,0,3,0
2,2,293,1,999,0,3,0
0,1,98,1,999,0,3,0
2,1,205,1,999,0,3,0
2,1,107,1,999,0,3,0
0,1,260,6,999,0,3,0
2,1,152,2,999,0,3,0
2,1,200,2,999,0,3,0
0,1,127,3,999,0,3,0
2,1,10,1,999,0,3,0
0,1,273,3,999,0,3,0
2,1,101,1,999,0,3,0
0,1,465,1,999,0,3,0
0,1,145,1,999,0,3,0
2,1,593,2,999,0,3,1
0,1,93,1,999,0,3,0
0,1,141,1,999,0,3,0
0,1,155,1,999,0,3,0
0,1,370,2,999,0,3,0
0,1,111,1,999,0,3,0
0,1,159,1,999,0,3,0
0,1,1217,2,999,0,3,0
0,2,313,1,999,0,3,0
0,1,38,1,999,0,3,0
0,1,213,1,999,0,3,0
2,1,297,2,999,0,3,0
2,1,128,2,999,0,3,0
0,1,812,1,999,0,3,1
0,1,356,1,999,0,3,0
0,1,605,1,999,0,3,0
2,1,86,2,999,0,3,0
0,1,935,1,999,0,3,0
0,1,143,1,999,0,3,0
0,1,92,1,999,0,3,0
2,1,414,2,999,0,3,0
0,1,95,1,999,0,3,0
0,1,127,1,999,0,3,0
0,1,103,1,999,0,3,0
2,1,69,3,999,0,3,0
0,1,90,2,999,0,3,0
2,1,148,13,999,0,3,0
2,1,110,5,999,0,3,0
0,1,515,1,999,0,3,0
0,1,214,1,999,0,3,0
0,1,457,1,999,0,3,0
0,1,421,1,999,0,3,0
2,1,240,1,999,0,3,0
2,1,112,1,999,0,3,0
0,1,374,2,999,0,3,0
2,1,423,2,999,0,3,0
2,1,503,1,999,0,3,0
2,1,158,1,999,0,3,0
0,1,95,1,999,0,3,0
0,1,67,1,999,0,3,0
0,1,93,1,999,0,3,0
0,1,230,1,999,0,3,0
0,1,113,1,999,0,3,0
0,1,103,1,999,0,3,0
0,1,106,3,999,0,3,0
0,1,294,6,999,0,3,0
0,1,165,1,999,0,3,0
0,1,59,2,999,0,3,0
0,1,51,3,999,0,3,0
0,1,56,2,999,0,3,0
0,1,108,1,999,0,3,0
0,1,89,1,999,0,3,0
0,1,174,1,999,0,3,0
0,1,112,1,999,0,3,0
2,1,146,1,999,0,3,0
2,1,406,1,999,0,3,0
0,1,518,1,999,0,3,1
